Name	SRR24466374	SRR24466375	SRR24466376	SRR24466377	SRR24466378	SRR24466379	SRR24466380	SRR24466381	SRR24466382	SRR24466383	SRR24466384	SRR24466385	SRR24466386	SRR24466387	SRR24466388	SRR24466389	SRR24466390	SRR24466391
YER081W	83.1716	99.1711	64.4804	106.645	57.2696	111.244	63.1985	65.7204	49.1398	148.457	91.0377	78.2266	151.025	42.9848	154.683	174.856	84.7629	153.723
YPL084W	9.16385	14.7034	7.26029	5.82615	6.73758	11.6828	6.80933	9.56359	9.83879	12.0879	12.2927	10.8763	15.6494	3.43112	9.90222	15.1343	14.205	15.1818
YER063W	63.7146	93.1556	46.0958	61.6571	45.4421	88.0728	63.1372	74.1179	54.9317	89.2492	103.634	60.6865	98.7082	32.7222	65.0414	94.8651	97.8523	92.1959
YDR178W	34.8996	53.8835	26.9649	38.6809	35.9465	56.7617	52.5232	64.5814	70.0878	52.1954	90.5538	40.6833	102.943	26.1768	46.7554	94.6233	88.9895	77.8117
YPL054W	1.79142	3.84223	1.05162	3.15107	5.48754	3.73551	4.9869	8.58254	9.06966	3.45883	8.78371	1.64027	8.53152	1.99644	1.50723	7.22116	12.3609	5.09885
YLR382C	5.26075	9.20878	5.34976	3.96584	3.89959	8.23732	5.04224	6.34701	5.51159	6.01599	6.73626	5.76414	8.13371	1.93254	4.62149	6.88139	8.19343	8.11233
YDR028C	12.9276	20.7597	11.3744	9.64308	9.92972	19.4733	10.7483	14.3541	12.6402	14.2509	16.8714	14.1143	17.9243	5.21579	13.6278	17.3622	16.9079	16.9373
YNR057C	8.97346	13.1313	15.4218	7.00564	3.80995	12.5944	7.95763	6.78504	5.09544	12.0683	12.9862	12.6071	12.811	4.63823	14.2999	11.332	9.43802	15.0143
YDR184C	6.72354	7.35973	6.75463	6.36227	2.78028	10.4527	4.5201	3.63576	2.91909	7.6839	3.67602	5.60054	5.96094	1.13681	8.55387	6.32989	2.84456	12.9437
YER078C	12.2959	17.6519	10.075	9.27238	11.1099	17.4796	8.96394	11.3184	11.6025	15.9529	18.2732	15.0741	21.5062	7.34445	17.2133	20.5724	20.9975	23.0301
YLR191W	11.416	15.7191	9.96816	11.0778	9.33766	17.4946	10.0932	14.7235	11.377	14.9182	12.4809	9.86693	16.7386	5.30265	11.7254	12.1843	13.5334	14.2792
YDR186C	14.4009	22.9346	15.5815	11.5766	10.2805	25.8576	12.4827	13.7429	12.0295	16.2582	18.2854	16.2631	19.9174	5.98209	15.6486	17.6232	18.9584	18.8835
YGL171W	3.28243	4.20181	3.07908	2.4347	0.736217	5.34153	1.86419	2.00647	1.68509	4.57928	2.24567	3.30334	3.79797	1.13285	5.28136	4.2222	1.92662	6.64332
YBR077C	65.9814	86.2101	66.1279	70.2969	76.4635	84.159	65.5312	84.102	82.4589	76.9644	88.8972	65.9942	114.76	47.9646	60.9384	85.3177	93.0432	84.2723
YDR344C	1.81322	2.51661	1.41964	1.37514	0.488785	2.85422	0.967016	1.21276	2.47872	2.32264	2.06471	3.21715	3.64017	0.919235	1.10258	3.46728	2.91167	4.045
YJL148W	34.8912	26.2491	35.2267	30.7331	18.2803	32.0028	21.6295	19.2555	15.2025	31.7129	15.3614	26.4461	19.0095	20.1298	50.8334	25.4763	11.9968	37.548
YKR054C	4.73516	15.4181	6.66073	3.83266	4.14664	11.4026	2.52617	3.69849	6.04868	3.63547	5.00607	5.37398	4.53491	1.28441	3.52644	4.20904	7.03145	5.014
YDR196C	143.492	132.41	113.994	128.714	230.263	103.822	135.429	156.405	223.362	116.008	137.53	106.626	126.644	124.963	109.03	110.597	165.813	113.85
YGR246C	11.246	17.1498	10.6152	10.6322	9.39931	16.1543	10.2988	12.3876	11.9685	12.5153	13.7958	12.9182	14.6693	7.41646	18.8361	15.2121	14.1072	16.6441
YIL010W	27.5924	51.2497	23.0019	30.9841	28.3914	58.8603	33.7069	49.0094	37.2465	54.6041	55.5897	30.1062	72.3184	19.6098	38.1127	62.3848	60.1951	64.8087
YGR248W	17.5462	22.4018	5.92833	17.6605	21.3875	15.4627	26.5744	28.4582	37.1355	32.3657	40.2114	13.3899	92.4684	10.7764	24.6944	86.795	45.3607	57.95
YGR249W	7.40496	12.9405	5.15106	11.4472	3.9857	9.72645	15.4189	13.5053	10.5685	15.5321	15.3082	10.7427	25.5591	1.8529	11.5165	27.3365	7.57363	22.3113
YOR185C	23.5142	42.0754	11.6122	29.3665	36.3643	39.8953	31.9709	48.5688	38.1	39.8986	50.4814	19.0483	69.0018	19.824	29.2465	58.7314	71.1049	50.7256
YGR250C	60.0743	124.82	41.6068	55.5976	40.2863	89.5177	63.7876	88.8694	58.2248	73.1294	94.9712	50.8001	151.246	16.0466	69.7884	157.163	58.9647	57.1815
YDR081C	5.11344	9.61818	5.26192	4.35655	3.30495	9.60902	4.04378	5.6997	3.90361	6.48829	6.27585	5.8637	7.95248	1.97678	5.38285	7.43875	7.51789	8.09948
YJL054W	10.779	23.3829	12.7174	9.14083	7.38167	24.3422	11.5284	14.7039	9.90718	17.3527	21.4718	14.0891	20.2596	5.18964	17.0875	22.5243	18.0365	24.4024
YKL167C	60.5218	80.5071	54.2046	61.9592	63.439	71.0193	50.3297	75.2664	79.737	88.8717	97.86	61.3644	113.335	47.0037	79.6051	108.398	104.484	107.206
YGR255C	14.7421	25.3144	10.8001	14.8867	15.6095	24.5963	17.1313	21.6211	20.9555	19.0367	24.3909	16.0737	30.0401	9.66616	18.1628	25.8534	26.1167	24.6746
YGR257C	19.6242	26.0569	24.1722	15.4177	19.6473	31.2477	17.6232	20.4416	19.5717	19.2645	24.3639	22.3966	27.7438	10.8504	22.1475	21.9953	22.7806	26.4078
YGR258C	5.09564	9.45705	4.19163	3.27083	5.73673	7.57304	4.3019	6.97584	6.62646	5.77087	6.66953	5.63947	7.34079	3.28015	5.75532	6.57127	8.14636	7.17582
YJR135W-A	941.649	697.731	898.775	1035.12	1634.45	601.275	893.662	1073.97	1332.08	816.523	730.616	929.978	677.385	1408.78	658.361	614.639	1190.1	738.135
YGR260W	36.8081	43.0017	30.9503	26.5943	11.6987	28.8665	31.6546	21.2083	13.3677	45.4959	35.6488	37.9577	49.2936	7.97677	28.1982	34.8276	28.8664	41.7936
YGR262C	18.7559	31.2632	21.1973	20.9376	12.0693	34.9501	22.2059	22.93	15.4212	38.2865	36.307	26.4762	41.7084	10.2164	37.1149	44.7038	32.4288	48.7487
YGR263C	9.27058	14.5319	7.30377	8.06927	7.26402	12.3537	10.202	11.6629	6.97785	9.61041	13.3461	8.79633	14.2226	5.57871	6.79592	8.92703	12.8668	11.5735
YGR072W	15.0315	21.1468	14.3034	11.8925	9.33978	20.0517	10.9199	12.7436	11.7366	22.6565	16.012	15.6154	19.9354	5.92456	15.5705	18.8985	18.4597	23.2852
YGR264C	29.6636	41.0986	33.7846	24.2062	13.0271	49.2353	21.6123	25.4503	14.4146	42.6979	30.3965	39.9437	40.7082	10.3924	55.0862	43.1703	26.9494	61.1109
YFL055W	2.13965	2.65032	0.769118	1.34915	0.76441	2.309	2.24565	1.72368	1.47931	4.25657	2.58362	1.72026	4.3965	0.493753	1.44587	3.82335	2.01155	2.20519
YBR202W	8.13862	12.0945	6.45985	4.73478	2.71683	8.74986	4.05156	5.28331	3.63883	10.8877	9.25595	7.20438	12.0057	2.1643	7.35562	11.2681	8.66129	11.884
YHR128W	22.253	34.0713	28.975	24.3766	9.25263	41.6708	21.1718	24.3563	14.5339	45.5686	30.7605	34.342	39.2712	10.1768	40.936	39.2016	28.2094	54.4286
YGR271W	4.06094	6.61417	3.39729	2.95437	3.3899	4.82376	2.73639	3.57466	4.48313	3.92144	3.92979	3.91114	4.64037	1.88936	4.14294	4.94554	5.02882	4.60166
YGR271C-A	287.379	206.691	299.335	293.575	229.393	203.875	200.798	185.76	185.624	220.081	97.7636	243.116	118.926	138.85	176.585	106.419	111.645	211.272
YER152C	10.4365	15.2582	10.697	11.3754	9.69552	22.9238	16.3523	16.8929	14.319	12.6659	15.6851	11.3816	18.062	6.31834	12.6243	16.0045	14.7899	14.4216
YLR220W	26.5202	37.8389	21.0871	22.461	19.5314	31.2539	27.4227	28.5562	27.2654	44.5872	41.3514	26.9041	49.5192	11.783	34.3722	48.3123	32.9135	43.6625
YGR278W	6.16762	10.6272	6.1944	4.65427	3.66692	9.52859	5.43485	7.01821	5.00326	9.2687	8.60921	7.28965	10.6897	2.65183	6.80779	8.89999	10.0975	9.74156
YGR281W	8.122	12.2509	5.43819	6.06107	5.73017	9.43874	6.48969	7.87325	8.09448	8.55611	9.0387	7.83016	12.4602	3.56811	6.89545	8.39971	11.9656	8.96159
YJL206C	2.29142	3.1899	1.83284	1.41394	1.9049	4.1688	1.8657	2.74694	2.51969	2.60462	2.79981	2.18144	3.4927	1.18971	2.6454	2.84772	3.55785	3.79621
YBR048W	351.06	470.784	466.423	343.151	140.807	551.406	361.349	322.667	200.966	548.486	461.199	516.895	580.558	122.797	555.63	638.808	298.082	652.189
YHR170W	11.9683	11.5841	13.9082	12.2592	4.08079	17.7549	9.63377	8.33778	9.87815	12.1504	9.0715	12.2973	12.7268	3.40683	27.7089	16.8952	5.55923	23.6699
YGL160W	26.865	39.4863	18.9619	20.2359	19.9576	24.8296	26.4489	33.296	25.7447	30.9598	30.5822	27.3787	38.5241	12.697	21.0898	23.6292	34.2595	26.9899
YKL068W	5.97246	11.7309	7.14583	4.43631	3.62261	20.4321	4.63033	5.85013	3.42129	8.07635	7.7446	7.1364	6.91992	2.34657	7.29643	8.26907	6.28594	8.65134
YHL046C	0	0.211741	0	0	0.325486	0.19352	0.180377	0.147889	0	0.643957	0.244533	0	0.844966	0.134167	0.873556	0.335512	0.302793	0.170143
YLR201C	25.2495	44.8251	20.8471	27.2567	22.105	40.1224	26.48	36.494	28.6898	39.6754	54.2358	28.6227	63.4143	16.0576	36.3021	59.6566	53.954	59.5139
YHL045W	0.332047	0.193233	0	0	0	0.598384	0.73223	0.151241	0	0.219667	0.368882	0.327856	1.09168	0.13667	0.283291	1.21936	1.11976	0.54607
YER115C	38.8734	47.7786	46.9782	35.5554	36.3116	44.9443	33.3231	43.9151	37.6112	38.8216	41.9784	56.1118	50.7631	31.6766	43.0312	37.1886	51.8539	47.8038
YNR066C	4.41935	11.3991	5.42074	3.06961	3.77784	11.2867	4.11778	6.91137	4.68348	3.26881	4.37359	4.69834	5.70399	1.57758	2.49436	4.5076	6.3629	4.21678
YHL042W	2.09089	3.85962	2.74845	2.76711	1.70986	4.89723	1.4056	3.92023	2.15181	2.11	5.60932	1.45385	5.68273	1.96199	3.02225	4.98836	5.23166	2.99431
YHL041W	0.111118	0.129896	0.213699	0.621369	0	0.507718	0.23671	0	0	0.426406	0.077679	0	0.410501	0.090077	0.269604	0.123105	0.211361	0
YHL040C	34.0395	41.0479	30.433	32.2456	16.5376	64.3779	16.2607	18.0044	11.2601	14.3383	19.6235	18.2432	16.7923	4.62713	12.8452	13.8612	12.7099	16.0058
YIL143C	6.65607	11.2985	6.3898	5.04657	4.24936	12.2729	6.94147	7.93272	6.84601	9.46911	11.4864	7.17278	14.8171	2.46357	7.47873	14.4878	10.8214	12.5692
YHL038C	7.15104	9.64056	6.57203	4.56828	5.81098	8.81958	5.77803	6.35646	5.90846	7.41396	6.70547	6.49754	6.56748	4.27883	8.18076	6.87343	6.88569	7.24455
YHL037C	0.526519	0.307231	0.774484	0.49766	0.339351	0	0.284087	0.118269	0.456688	0.341177	0.282234	0.126477	0.33346	0	0	0.454843	0.503243	0.140523
YHL036W	7.69149	11.1779	4.36951	7.09051	2.68921	8.1245	6.53299	5.43396	3.64699	11.2601	8.02916	7.10944	10.3732	2.2063	6.66601	9.09875	7.41226	10.6639
YHL035C	9.35469	15.8707	7.45208	7.5823	7.56942	12.8859	6.40151	8.09769	8.85732	5.75191	6.93206	6.98839	9.17715	2.50564	4.55919	6.47987	10.8063	9.75184
YHL034C	99.6558	186.373	83.8029	111.494	72.9613	176.282	110.057	167.56	121.173	201.115	222.031	114.289	290.634	55.9603	172.059	239.05	225.735	263.567
YML013W	10.7748	22.4265	10.1864	8.27528	7.63056	20.9753	11.8882	18.5384	12.3086	13.3481	18.5292	10.483	20.6364	4.27796	11.1486	15.2571	17.7801	15.6518
YER179W	0.872231	1.53824	0.997856	1.37227	1.87581	1.85615	1.81682	2.84756	2.68779	1.93782	2.54407	1.58703	2.19124	1.35519	1.06112	1.96288	2.371	1.31648
YHL033C	165.721	275.977	238.394	158.672	66.9362	402.787	166.28	181.192	92.0984	283.213	243.516	263.873	263.271	64.2607	332.836	320.394	185.193	439.254
YNL211C	261.333	234.517	265.283	222.698	403.998	210.687	197.896	243.309	320.18	252.648	241.998	309.017	236.515	335.697	207.62	195.144	367.792	200.003
YHL030W	4.19401	8.81828	2.84892	3.26029	6.50141	5.61361	3.20441	7.02804	8.99142	4.00802	6.80058	3.84833	5.52103	5.74981	5.00346	6.59929	10.0853	4.44241
YOR031W	60.8789	34.9146	28.1624	56.824	83.1814	58.1762	93.1368	75.3712	149.627	50.5267	93.5214	37.504	67.5735	145.386	41.7019	85.9445	140.368	55.8633
YHL029C	8.9777	14.3295	10.2318	5.72675	5.0453	15.1981	7.26377	6.86546	4.2334	9.45245	8.95875	9.32706	8.43914	3.01995	9.52793	8.66606	8.7789	10.8127
YBR208C	5.47631	5.55388	2.46361	4.09636	1.76078	3.33846	3.72881	2.99386	2.42869	9.28619	4.24459	3.82032	8.52158	1.32088	3.92139	8.97617	3.92336	4.71859
YHL028W	46.6024	101.987	49.3162	18.983	13.9611	26.0402	16.7638	18.5692	13.06	65.5701	105.143	69.9481	69.1882	24.0044	48.7413	46.7366	96.1633	65.8441
YHL027W	16.4555	28.8463	19.9971	13.1688	10.3174	34.8009	18.0812	17.3566	13.3375	21.7135	27.5303	21.2334	30.2017	6.97827	23.6386	30.7151	22.2646	26.679
YJR112W	25.0878	28.0177	37.4301	23.378	12.638	38.8694	19.6941	15.854	14.8772	32.2321	31.7506	31.9055	34.4375	11.1839	45.4845	40.0316	19.5287	46.583
YHL023C	8.06773	11.8539	7.1036	6.39133	7.30488	9.87644	6.38439	9.13454	8.28104	8.68589	9.32436	8.21581	9.43251	4.38347	8.78704	9.39633	9.91859	9.3135
YHL022C	1.23235	1.25897	0.78191	0.572863	1.93514	1.43923	0.953481	1.23117	0.841246	2.01187	2.54724	0.83168	2.62493	2.2127	1.57819	2.8292	3.38797	1.54124
YLR438C-A	133.283	143.616	172.456	143.646	138.428	233.203	153.412	152.847	138.739	170.797	147.294	145.638	148.899	122.146	170.788	130.916	148.96	174.174
YNL288W	13.5461	20.6956	12.3436	11.3981	8.8798	21.0038	14.0734	15.4688	12.5058	18.9702	24.4542	13.9832	26.4124	4.60104	14.0808	22.0364	19.8117	21.5151
YHL018W	2.78651	8.11475	4.03311	3.71462	3.44299	7.55438	4.23787	3.50991	3.06119	4.06994	7.9357	4.69782	5.63957	0.635143	4.05693	5.67155	4.46329	7.74544
YHL017W	17.1884	22.4185	17.2564	12.8442	11.8912	19.4597	15.357	17.3609	14.2158	19.7975	17.2811	19.3811	21.6018	10.1471	21.3244	18.0203	21.4829	20.7203
YKL095W	4.1848	7.86616	3.83955	3.12235	2.75511	8.5129	3.98422	5.17518	4.85137	6.83929	9.63589	4.81134	8.05884	1.96195	4.84847	8.26958	10.2371	9.7545
YHL015W-A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YHL015W	3682.24	3381.6	4611.63	3807.24	3230	3919.27	3285.23	3152.71	3423.64	3962.44	3674.24	3923.8	4314.24	2504.7	5521.43	5530.9	2565.32	4655.12
YLR176C	5.44332	6.2192	3.74918	4.492	5.6745	5.68742	5.10095	5.1492	7.9039	5.22678	4.49199	5.37012	8.19371	3.86241	5.94007	8.84929	8.19965	9.22059
YER190C-B	0.58268	0.35576	0.240531	0.132907	0.175005	0.449184	0.584594	0.22373	0.319986	0.928709	0.695833	0.347478	0.814311	0.162753	0.473588	0.709204	0.667449	0.153332
YHL013C	10.0198	12.085	9.73838	11.1856	7.16259	13.4382	7.99585	9.59553	10.6401	13.3472	9.54113	9.41164	10.7422	4.77036	14.6611	13.96	8.02157	15.3589
YHL011C	21.4212	26.9464	27.8265	23.1974	10.8781	43.9901	26.6007	23.9295	17.0077	29.1401	21.3698	31.5426	31.5838	10.4089	39.9209	26.857	15.5913	45.0258
YHL009W-A	0.36154	1.04253	0.871704	0.337577	0.846472	0.924304	0.468679	0.313069	1.25291	0.787206	0.918579	0.78326	1.20917	0.127048	0.242124	1.21151	0.992714	1.34712
YHL009W-B	2.56219	5.10148	2.26137	2.70149	4.30754	2.90085	2.64125	3.1794	3.62249	2.30086	2.16787	2.52758	3.41998	2.73697	3.7037	3.10911	4.08084	2.83478
YHL008C	11.1551	16.0271	8.49947	8.29011	6.91228	13.8136	12.6835	11.6489	10.1561	13.2381	13.0162	9.23025	20.6516	2.93465	6.89358	17.3995	14.6638	11.8366
YHL007C	16.6709	24.7298	15.3236	12.3301	9.47834	24.9293	16.8186	16.0404	9.82052	22.1044	21.4443	17.2901	18.632	5.83714	13.842	16.1958	20.577	18.2642
YHL006C	5.83247	9.00578	5.17977	6.66157	5.31957	12.557	7.64421	6.86041	6.58202	7.31466	8.8366	4.15385	9.74183	4.19154	4.17782	8.45589	7.42896	7.48577
YHL014C	6.10508	13.018	7.78392	5.86708	7.75791	13.3978	5.73625	9.84666	7.13539	8.04192	10.141	8.06595	11.571	5.01928	9.63134	9.3148	13.1073	10.7372
YLR205C	2.65467	3.86348	2.1262	3.37135	4.28038	16.4494	2.36368	5.58445	4.24002	3.35203	5.22992	2.70428	4.62813	1.34075	2.70189	4.70462	4.21562	5.36265
YKR008W	13.1053	18.1479	12.8685	10.8753	8.86084	17.3834	10.5615	10.8944	11.5651	18.0985	12.4575	14.0923	21.4703	4.3472	15.483	20.4921	17.1886	25.2754
YHL003C	196.364	160.055	175.541	165.158	165.294	135.729	157.009	136.73	154.604	156.33	103.17	157.8	152.277	102.887	156.109	113.96	124.183	139.551
YPR168W	11.4423	18.0871	9.83601	6.21013	3.74271	17.6387	10.0496	8.69656	6.74647	12.462	12.4323	10.3471	15.8068	4.58583	9.41589	12.4257	9.98022	12.2152
YHL002W	13.9439	27.9221	15.436	14.5587	12.8905	31.7705	16.8851	25.9814	20.4604	22.8503	29.7447	16.5487	31.0891	7.75259	20.8125	32.4528	29.9667	30.0707
YHR050W-A	3.15361	1.80374	0.874272	3.23684	1.29095	1.99372	2.81477	0	0.964383	2.23046	0	0	3.04385	1.40316	4.02843	3.17662	0.7988	4.28347
YHR001W	16.0266	22.5683	13.3157	15.2311	13.2272	22.7001	15.8624	18.388	17.4355	22.8574	22.2983	16.7616	29.2188	6.34627	19.0006	27.6084	22.6195	28.7344
YGR294W	1.92482	2.59418	0.831752	1.5163	0.331838	3.30717	2.0594	1.90524	0.679518	1.23818	2.01066	0.728538	0.814575	0.381086	0.707335	2.44223	1.06332	2.39101
YHR001W-A	324.47	285.179	299.916	349.671	492.485	257.617	300.564	300.135	559.406	310.169	394.413	262.404	444.994	356.021	286.492	457.602	482.637	373.099
YDL194W	3.67564	8.27607	3.55036	2.94493	4.10193	6.84251	3.63451	7.20424	7.19741	4.68088	9.35996	5.45428	8.47918	2.63267	3.82258	5.47763	11.224	6.53713
YHR002W	7.70933	14.3762	8.39712	7.64147	9.36583	13.3212	8.39695	9.51885	10.072	12.9849	13.3675	9.70813	18.5928	4.22807	9.13958	15.1289	21.1559	21.8801
YNL082W	3.89009	4.48558	3.13748	3.61021	4.41157	5.54166	2.91774	4.21737	5.09463	3.49973	2.75358	3.04021	3.33481	1.61159	4.90811	4.57796	2.85627	4.85133
YHR003C	14.7225	23.2144	16.0552	12.2448	12.2984	24.8889	11.5235	17.2619	15.7202	20.1593	17.9022	16.463	20.4912	9.56916	23.3767	19.3232	20.7811	23.5641
YHR004C	17.2065	21.9604	12.0112	15.8616	11.9538	16.3411	19.7502	18.51	16.9757	21.5818	21.4743	16.1531	24.5551	6.69467	12.7319	20.5344	23.7987	20.6671
YHR005C-A	616.401	493.706	576.086	597.534	693.547	502.657	486.969	496.412	592.179	655.801	525.074	518.042	493.105	764.002	710.678	544.396	635.844	527.25
YIL088C	50.9728	73.0656	32.3388	38.9699	31.4655	56.2185	48.8772	56.7324	39.8811	60.9371	53.936	45.442	61.7233	24.0708	35.7046	43.5312	69.2247	38.851
YNL295W	4.29745	8.88125	4.67528	3.29183	4.0088	7.90732	3.85255	5.33741	5.23938	5.6329	6.36665	4.78045	8.5262	1.45511	4.79419	7.79708	6.60012	9.60601
YHR007C	161.336	164.541	90.5278	142.573	45.4419	122.106	188.334	136.428	60.9228	198.201	134.22	109.588	174.151	28.5155	69.938	121.048	90.1947	82.7064
YNL067W-B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YHR007C-A	5.17174	2.47305	2.43197	4.49271	3.21345	2.24193	4.15718	4.18015	4.1814	4.89689	3.55062	2.33217	7.63611	0.374861	2.29925	11.601	2.15305	2.44693
YLL050C	871.59	1105.95	722.17	898.109	800.773	1072.04	776.511	936.125	877.303	1065.94	1014.79	734.732	1177.03	564.912	896.207	1092.55	1156.09	1019.09
YBR252W	77.7356	81.9887	90.259	84.3069	60.1205	86.6526	86.7759	64.371	60.4025	89.5669	74.9008	82.4825	93.6696	51.0123	106.974	92.7467	63.5175	96.3405
YHR012W	39.5889	54.8142	41.0061	32.585	50.2835	57.1905	32.8615	48.6688	54.4758	38.8703	51.8171	37.6005	52.4077	43.0369	46.0671	49.7038	61.6363	44.8543
YDR477W	28.3801	43.585	24.5308	21.4101	22.1122	34.9033	25.2865	24.8293	27.0754	37.2689	33.47	32.371	38.3799	10.9582	26.4129	30.7823	48.3898	43.3034
YOL153C	13.928	20.4175	7.80649	10.7637	14.5397	14.8071	13.0225	16.9836	20.4142	17.5723	24.3043	11.6644	31.7456	7.92507	13.4239	23.9128	28.5909	24.1198
YHR015W	1.02374	0.876837	0.590949	0.504977	1.34329	0.892862	0.598791	0.75063	0.753116	0.51629	0.448793	0.716199	0.718513	0.691469	0.513466	0.427099	1.1074	0.730534
YBR255C-A	92.6977	198.721	108.986	108.473	139.309	186.96	111.509	146.998	153.24	131.645	202.737	123.631	134.224	115.469	106.842	118.57	271.368	110.749
YHR017W	28.6914	36.2049	23.0039	23.0468	32.2771	23.2283	24.9419	28.5769	37.9921	33.9028	34.6931	27.5873	46.8087	18.2547	25.878	37.0563	42.5751	40.31
YGL043W	22.1448	36.2351	26.2294	17.9341	13.5709	42.1628	19.3724	25.2738	17.5315	27.4438	29.2498	26.0362	32.2439	9.88182	31.205	27.8249	24.7729	33.1371
YCR042C	6.88049	11.1719	5.85909	4.48208	5.89134	7.73873	4.76828	6.01558	5.78727	6.58824	6.72924	6.52023	8.40583	3.23023	6.99842	7.56463	8.0354	7.99791
YHR018C	267.537	397.269	373.292	185.245	171.535	492.561	169.055	168.529	120.614	358.701	390.251	395.306	420.795	104.341	486.036	425.087	281.848	532.979
YLL053C	10.1486	21.5869	17.4915	10.5421	9.60314	47.7138	20.772	21.3272	12.7839	11.7148	18.5332	19.323	17.7337	6.73308	16.7036	14.2751	13.851	9.13344
YHR019C	77.3874	115.601	95.7906	66.4904	28.7188	139.643	67.839	66.4128	46.4746	111.115	104.997	112.503	128.548	24.5472	139.805	140.118	74.2857	174.501
YHR021W-A	1.30794	2.03896	0.522968	1.11576	0.596971	1.73937	0.695615	0.776223	0.501336	1.25306	0.912235	0.924861	1.47187	0.441518	0.263799	0.662745	1.45049	1.36741
YIL177C	0	0	0	0	0	0.108269	0	0	0	0.408074	0.159965	0	0	0	0.601525	0.181055	0	0.267471
YHR022C	2.44802	2.04428	0.743524	1.60916	1.07651	1.64419	1.06221	0.947139	0.802047	1.87868	1.86163	1.22456	2.70443	1.04203	1.39889	2.33086	3.06108	1.88625
YFR023W	0.403917	0.523193	0.46374	0.353859	0.604122	0.379653	0.325162	0.329453	0.386026	0.341315	0.346538	0.141468	0.455792	0.702666	0.234977	0.255978	0.488316	0.232339
YEL022W	7.94297	9.12441	5.85516	5.89664	5.29747	8.28433	5.35865	5.60721	5.74572	7.24397	4.70314	6.53065	6.65194	3.7791	8.38631	7.53958	6.46662	7.92296
YHR022C-A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YBR007C	8.66443	18.3858	8.50282	7.50387	5.88181	16.9434	8.41715	11.1227	6.77963	8.20509	12.2928	9.4409	9.21026	4.20604	7.81861	9.89904	11.7682	9.22798
YAL048C	4.09353	8.52937	6.22645	2.49622	3.37454	10.0818	3.5378	4.99023	4.05941	5.09277	7.94087	7.97504	7.0499	1.91785	5.97045	6.0126	7.54177	7.97295
YBR035C	141.74	269.756	160.768	129.842	140.087	279.1	122.02	150.451	158.418	182.88	230.031	176.992	274.493	80.0618	207.066	228.198	252.171	239.342
YJL055W	92.78	144.99	76.1305	86.6213	70.8935	129.51	83.9144	103.294	82.1702	160.354	187.601	104.469	204.849	60.4441	138.98	188.463	155.616	169.461
YOR338W	1.11648	2.03309	1.93597	1.21199	1.67373	4.23877	1.61013	2.05388	1.42296	0.834249	1.39545	1.08603	2.29677	0.915236	1.38655	1.56337	1.41218	1.40234
YML133C	9.04865	24.2366	14.0203	6.5627	7.16314	25.1757	7.34433	7.48066	8.37086	13.619	19.0352	11.5788	18.9164	3.47443	7.78024	10.6128	23.7977	18.1649
YHR023W	9.25379	10.6019	5.97398	6.13825	6.26227	5.39947	4.61671	5.16042	6.9186	6.94728	5.49548	5.51464	6.55685	4.45282	7.83448	8.41876	6.29019	7.0197
YHR024C	10.6801	16.6062	12.1106	7.16051	4.32416	18.7351	8.30204	9.77743	6.39636	12.1794	14.9804	12.8814	15.6946	3.60744	12.3034	14.8827	13.7985	17.6491
YLL048C	24.845	36.5544	24.387	16.6914	11.2404	29.4128	18.2426	17.6089	15.5109	24.6331	19.685	28.0696	24.6344	7.17282	21.8123	16.9621	20.5365	23.4992
YML098W	24.5801	37.182	31.8929	27.96	20.0586	49.9135	26.3645	25.5996	20.5791	31.8366	36.5525	30.9916	35.6613	11.3668	29.2452	32.2492	31.8778	39.0614
YHR026W	289.809	362.23	293.637	307.497	186.687	331.613	361.546	304.174	221.741	443.152	330.772	332.934	471.77	166.472	297.068	313.57	314.368	368.026
YHR027C	19.3216	41.1213	18.9582	14.8389	17.5808	32.6148	16.1147	27.2903	24.8969	22.9183	36.9977	23.3781	34.5146	10.3978	22.665	35.1521	38.7616	30.4888
YDR034C-C	0.845382	4.33786	1.62306	0	1.45973	2.86858	0.587598	1.30824	1.25974	0	0.894396	1.35095	5.35366	0	0	2.82451	1.73689	2.16605
YHR030C	11.9602	21.8976	12.7708	15.9729	11.4024	30.1923	22.1821	25.0259	16.7535	14.9642	18.7568	13.0207	30.3295	5.572	12.9814	21.0531	22.3013	22.459
YHR031C	4.75249	7.26518	5.28287	4.12485	2.4037	7.71591	4.84323	4.66734	3.23749	6.00936	6.29021	6.38707	8.23771	1.37136	6.6966	7.25852	5.66879	8.74982
YHR032W	11.6685	19.7903	14.8982	9.66786	4.05234	21.6751	12.2856	11.3407	6.09308	16.5675	14.3601	15.9833	19.0994	2.83433	13.2352	12.9986	9.64265	15.7209
YKL181W	32.5731	39.7352	43.1075	28.8888	14.8614	52.2643	30.7065	27.658	21.3414	40.7803	31.0852	43.0978	39.575	11.0699	53.6603	40.688	24.7445	52.6653
YHR033W	5.32884	4.88053	3.61591	4.27254	2.0999	6.64072	6.80583	3.21043	2.66209	6.91468	4.00726	3.74193	9.83819	1.05631	4.43174	7.36014	3.38721	5.33576
