Name	SRR24466374	SRR24466375	SRR24466376	SRR24466377	SRR24466378	SRR24466379	SRR24466380	SRR24466381	SRR24466382	SRR24466383	SRR24466384	SRR24466385	SRR24466386	SRR24466387	SRR24466388	SRR24466389	SRR24466390	SRR24466391
Q0255	0	0.031532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q0160	0.302287	0.496735	0.276992	0.544148	0.685587	0.525191	0.311824	0.316558	1.1674	0.074854	0.160154	0.382973	0.758255	0.241661	0.138147	0	0.51105	0.361495
Q0140	0	0.038151	0.02896	0	0.028458	0.068535	0	0.055962	0.036576	0.039448	0	0.028679	0	0.025729	0	0	0.090749	0.031454
Q0115	0	0	0	0.127877	0.10299	0.056594	0	0.093236	0.060653	0	0.018009	0.071715	0	0.021327	0	0	0.050931	0.028383
Q0085	0.321796	0.125972	0.683676	0.480494	0.468519	0.636339	0.550904	0.186697	1.15546	0.19835	0.176337	0.627386	1.02895	0.085593	0.202627	0.053367	0.251443	0.265463
Q0080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q0075	0	0.043592	0.033242	0.098526	0.129986	0.078689	0.113066	0.032044	0.171111	0	0.023964	0.06581	0.040821	0	0	0	0.034616	0
Q0045	0.858019	2.06533	1.1159	1.72597	1.8643	1.12976	0.867598	0.710398	2.28453	0.558936	0.307457	1.11947	2.23165	0.957145	0.482139	0.17732	0.675507	0.858717
Q0070	0.033548	0.03473	0.030685	0.177108	0.060335	0.031292	0.104187	0	0	0	0.021072	0.100395	0.212812	0.051598	0	0.03446	0.06633	0
Q0065	0.078635	0.215331	0.154707	0.627745	0.504938	0.308093	0.196992	0	0.238227	0.18132	0.023941	0.340355	0.549504	0.188184	0.068149	0.037988	0.329148	0.02818
Q0060	0.095252	0.110233	0.115835	0.195836	0.142883	0.248637	0.164216	0.055545	0.406946	0.076635	0.059621	0.085519	0.276995	0.024736	0.069382	0.015024	0.215877	0.091209
Q0055	1.05941	1.50476	0.87677	2.15916	1.84748	1.51432	1.0314	0.990277	2.73708	0.772545	0.222964	1.56055	2.92411	0.661918	0.657984	0.305421	1.0979	0.800213
YPR202W	11.9992	19.5881	15.1072	8.14563	6.5591	25.2906	7.22237	6.55412	6.25695	17.4018	14.5859	14.8966	21.8574	2.88186	6.85534	14.4987	23.9694	20.784
YPR201W	1.59431	2.81342	1.50838	1.12609	1.42717	2.52561	1.84203	1.76044	2.22935	1.89989	2.09196	2.14206	3.20614	0.859983	1.4582	1.86292	3.30094	1.99101
YPR200C	38.586	32.1297	34.2281	39.3624	60.7525	31.9191	39.845	33.7534	58.4136	35.4443	31.6585	39.908	30.7495	42.1855	25.8316	21.8036	42.922	27.3955
YPR199C	17.6378	23.5403	15.2935	14.3664	10.557	28.5985	16.3845	19.1377	14.0717	25.7813	26.8288	19.4383	33.8211	7.81097	22.2128	32.2562	27.1526	34.1454
YPR196W	4.31926	5.99736	4.15682	3.29756	2.34584	6.25002	3.48684	3.48728	2.44121	5.40561	4.35433	4.65218	3.91401	1.73307	4.08582	4.37784	4.43537	5.20641
YPR191W	34.179	55.4193	30.2676	34.2767	24.3765	47.425	38.5354	48.3015	50.383	58.3247	81.2047	37.6545	97.1372	20.504	49.427	96.4109	71.7128	85.2319
YPR189W	9.61196	10.8838	6.82609	8.29968	10.2203	8.27742	6.10863	7.73682	10.517	8.19444	7.33116	7.31534	8.28754	6.73933	12.7059	10.7125	9.60699	9.67293
YPR187W	424.017	252.732	407.836	373.499	441.92	302.638	283.68	281.783	372.046	319.219	250.732	276.656	214.903	479.851	591.677	327.813	243.103	322.568
YPR186C	5.5433	8.31088	5.97373	4.75601	4.36985	7.60159	5.09823	5.4713	3.72851	6.36991	4.89591	5.12826	5.65048	3.24514	6.2002	6.01558	5.5006	5.53593
YPR185W	18.2788	26.9942	17.3861	14.1062	15.9107	20.9048	15.8914	19.6189	17.2981	17.4747	21.4942	18.9704	23.3545	9.74204	18.6973	19.7152	22.6256	22.118
YPR184W	3.09257	5.12506	1.61779	2.14826	7.71177	4.3926	2.94578	6.38909	24.4266	3.03918	6.12651	1.91772	7.77066	2.36477	1.90686	4.94069	13.2145	4.5984
YPR180W	20.0283	25.1118	17.9516	16.9476	24.4033	23.5283	17.2882	22.0096	27.7179	24.5393	32.4795	18.9365	32.372	17.6615	26.2152	33.1037	32.7045	30.4623
YPR179C	15.0945	22.7488	12.7243	11.5793	19.292	16.842	10.1483	17.4753	20.2157	16.4731	19.9646	15.3634	20.2829	14.9882	20.5765	19.6918	25.179	22.8241
YPR178W	4.57627	9.48912	4.89173	4.19573	4.5466	9.10751	4.95517	6.98924	5.92155	7.72837	10.9616	6.04478	11.7991	2.8918	6.26971	10.1589	10.1757	10.358
YPR176C	64.4201	68.5627	64.6309	65.8375	103.832	60.2723	64.5638	70.885	96.1312	65.8669	72.6945	68.2783	79.8918	52.9708	44.7899	49.0512	74.7246	65.6048
YPR174C	9.9263	13.2556	10.4083	7.60731	5.91834	24.899	11.4876	13.6475	6.53556	10.3815	15.0198	10.2129	16.2767	2.97976	9.76387	17.4688	10.3782	12.1626
YPR173C	36.4028	49.7395	34.2469	30.3324	22.7119	56.2287	34.4126	37.0161	26.9098	43.873	45.9793	38.4154	48.3761	15.8998	43.7994	46.1818	40.3899	44.6492
YPR170W-B	363.745	538.112	498.701	498.324	296.144	812.521	536.787	546.953	361.867	692.294	895.745	522.638	872.639	297.496	598.959	878.839	633.366	709.012
YPR167C	82.5154	92.3647	58.0685	66.9853	25.2062	81.622	55.4934	47.4739	35.0592	123.822	85.4187	76.4953	103.969	25.3927	118.099	154.52	49.1184	97.4369
YPR166C	332.872	225.889	267.152	332.763	549.421	188.125	282.099	291.676	472.692	298.527	260.016	248.859	271.353	437.851	343.706	324.755	313.521	273.661
YPR165W	295.984	205.858	209.216	318.626	298.132	209.128	284.453	258.799	349.924	236.518	242.766	178.099	312.119	189.615	409.235	421.341	193.959	286.167
YPR163C	69.9905	83.0655	79.6623	62.8321	31.482	96.3492	56.134	59.8249	47.9231	92.6463	68.8621	85.6779	82.3492	28.8378	132.941	107.827	51.7393	126.234
YPR162C	6.80468	11.8768	6.93451	5.0621	4.90222	10.8563	5.49009	7.8005	6.19515	10.9187	8.95168	7.15727	11.891	3.17908	9.55538	11.7569	12.227	14.5214
YPR161C	6.27461	9.5448	6.14841	4.85405	3.84581	10.0027	5.3882	6.92218	5.7719	9.41432	8.82716	7.25112	10.7965	2.87831	8.72394	11.8154	8.35019	10.9252
YPR160W	9.1557	21.4016	2.66707	6.04458	31.2229	9.6401	7.50551	41.8576	83.8239	12.1604	55.055	6.80054	74.9141	25.0271	9.43495	51.2685	89.1834	32.5736
YPR159C-A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YPR158C-C	0	7.80955	1.31408	0	0	0	0	0	0	4.60638	3.16655	0	15.4295	0	0	8.77844	6.50661	11.471
YPR158C-D	24.1875	45.281	31.9629	14.726	13.675	39.9252	15.4382	24.5455	14.816	27.3283	46.9763	42.7832	36.2436	13.1693	34.9438	34.2649	46.7543	32.9401
YPR158W-B	2.86589	5.70262	2.54933	1.49757	1.66114	9.45232	2.4404	2.99857	2.0239	2.6858	3.14748	1.97293	3.08722	1.18988	1.72328	1.93896	4.13282	2.53952
YPR158W	158.427	116.371	56.2635	159.24	43.6823	69.6338	137.514	88.3396	53.9609	311.665	121.664	102.707	321.508	25.3828	166.959	335.734	66.8013	173.341
YPR157W	11.576	22.9721	29.1887	7.37612	5.64448	15.448	7.58858	9.17295	3.75962	7.55953	8.64225	21.6514	7.65085	2.96386	11.0075	6.45122	9.31925	10.072
YPR156C	67.0665	119.816	79.9548	52.8745	31.9825	106.827	61.64	73.2167	33.4734	59.9957	54.8154	82.2704	70.7215	15.6191	60.0167	49.0245	49.0667	54.4171
YPR154W	49.5092	117.335	38.9229	84.2227	53.8405	158.864	124.554	175.8	72.6461	79.3214	119.166	37.6789	233.371	23.131	62.8985	217.116	79.8735	67.0302
YPR153W	5.35899	8.96198	7.09929	3.08746	1.99269	10.2638	6.79185	3.05188	3.51275	5.64709	6.47435	7.54516	9.59348	3.16886	6.47962	6.40365	7.3167	9.53712
YPR152C	5.66586	8.68767	4.38206	6.16174	3.0869	8.47738	9.72016	5.93376	4.29542	8.65313	7.02607	5.42111	11.09	1.87751	6.53105	10.237	6.49618	9.20395
YPR149W	961.744	1450.46	864.107	801.918	547.365	787.903	994.733	897.273	888.808	1682.15	1813.96	1247.15	2824.75	407.781	1013.92	1874.49	1369.72	1823.83
YPR147C	32.1186	67.9281	39.7694	31.8234	40.2555	69.0119	35.3178	57.6479	45.8157	50.1765	63.4241	43.2394	60.475	30.2984	57.2413	45.5672	68.5306	49.6094
YPR145W	122.344	147.248	187.616	91.3902	36.1196	174.845	89.2506	60.8198	43.0095	150.947	131.76	187.311	141.699	38.1173	222.577	175.945	101.028	229.649
YPR144C	4.10457	6.55824	5.51173	4.00258	1.09075	9.63122	3.56809	3.35297	2.58797	6.07998	3.59161	5.16379	5.83653	1.23128	6.72575	6.051	1.9726	8.88442
YPR143W	60.1477	50.0417	73.8469	59.4004	52.8423	66.5162	48.0471	45.226	45.6851	43.8368	29.9658	56.6031	27.3371	29.8263	51.8208	30.5166	30.6322	50.9118
YPR141C	6.64846	7.73266	5.23577	5.19814	4.25053	7.14735	4.62958	4.38257	4.27856	6.3014	4.80979	5.90935	6.14502	1.87392	6.08108	6.5798	4.92029	7.18319
YPR140W	14.4831	17.0356	9.48135	10.8482	9.44626	12.9962	12.5565	14.0933	14.0728	19.7103	18.8967	11.7989	23.964	6.32931	14.4503	20.707	19.4979	21.6906
YPR138C	17.7762	23.168	17.1286	18.8469	6.63325	19.4204	21.3977	17.5099	11.9799	24.498	26.0065	22.7727	27.5483	8.79337	18.3435	20.3663	28.8852	25.7065
YPR137C-B	9.17665	26.2501	24.3349	3.75833	1.41741	28.0529	2.14463	9.17855	3.40497	13.7366	38.7669	25.554	26.8014	2.11995	22.0508	27.2448	21.9404	24.4082
YPR137W	5.11016	9.58597	5.05547	3.74064	1.48548	12.1479	3.75105	5.2591	2.07017	6.56681	5.36133	4.17671	4.45394	1.83278	5.72512	5.66579	2.43741	6.79744
YPR135W	3.35372	5.84325	3.22378	3.15254	3.4572	5.97679	3.48969	4.556	4.1999	3.96809	4.26804	3.6409	5.05508	2.06425	3.46511	4.74606	4.30332	5.11677
YPR134W	19.2955	18.9777	16.9238	17.5835	34.7617	20.4911	14.7789	20.3562	30.497	16.6595	21.6962	13.1719	22.0523	25.2288	23.6972	21.3606	22.6153	19.3742
YPR132W	6824.63	3570.78	7205.23	5778.9	5785.68	3971.83	4861.07	3698.3	4808.45	4491.77	3088.43	4714.76	3184.53	5272.18	7525.28	4570.01	2573.45	3986.18
YPR131C	23.4306	36.5171	24.4833	25.0322	20.0766	40.5774	21.5099	28.2446	26.0781	31.6776	32.4419	24.4245	40.1839	14.4173	33.6054	42.4649	34.5861	43.8329
YPR129W	29.5047	47.8941	24.6008	26.8411	18.199	45.9186	26.7856	38.3806	25.1925	46.7691	54.9965	31.5244	53.4029	11.7656	33.3356	51.31	46.5256	52.8088
YPR124W	2.47329	3.6185	3.19754	2.88322	2.50462	5.12271	3.18117	3.80176	3.1465	5.66735	4.34279	3.97943	8.80022	1.33304	2.40616	4.05312	3.37115	3.68795
YPR121W	5.01141	11.6732	5.92868	4.03322	3.47267	9.90373	4.85096	6.61669	2.97698	5.24261	6.66978	6.59946	5.21035	2.79738	5.73649	4.46669	7.18493	6.04873
YPR120C	8.01052	8.11381	5.82677	6.67257	6.85383	9.49047	6.38378	6.34668	7.14262	6.59037	7.41699	6.54842	8.46857	6.16386	7.09307	8.36852	7.57562	9.45188
YPR118W	23.5181	31.3484	26.6324	20.6453	18.2268	34.5551	21.6097	25.7033	20.6985	27.4844	23.2656	26.1381	28.7885	12.3523	36.561	31.0394	24.0594	29.7185
YPR115W	10.7251	20.2994	8.42717	7.42211	7.90294	14.4016	10.4241	13.6503	12.6109	13.5599	18.8929	11.9639	18.1971	5.04499	9.29052	15.2157	21.1289	14.3027
YPR113W	186.336	242.63	198.233	161.422	152.118	244.468	192.408	182.74	151.037	211.665	225.979	189.597	214.355	145.307	229.704	218.647	200.428	179.875
YPR111W	8.55555	16.2885	11.65	6.7244	6.35471	18.7664	7.19044	7.64693	6.21997	11.8742	11.6184	11.2043	13.8965	3.46866	11.4749	11.1634	13.1584	18.0676
YPR107C	50.8719	51.8846	38.9649	46.3608	77.6916	42.1506	41.0165	61.9763	91.7598	49.7647	62.1521	35.3508	65.3781	59.0779	60.3408	70.8944	65.2395	60.8866
YPR106W	7.76269	12.4163	8.18862	7.6753	6.33744	14.1487	7.00889	8.00059	7.28906	10.7468	10.4686	8.79604	13.2629	3.23576	10.7873	13.1652	12.3249	15.8667
YPR103W	132.602	133.085	103.489	138.486	157.124	134.966	142.69	164.863	171.687	155.865	157.916	103.597	203.327	109.628	134.242	166.97	155.82	155.191
YPR102C	1046.35	1099.46	1204.78	1093.65	580.583	1103.48	950.764	851.388	706.613	1427.38	1147.9	1218.65	1326.02	608.932	1784.59	1734.93	755.403	1605.77
YPR101W	92.6487	137.469	90.7327	70.5051	148.824	107.448	70.5656	98.4635	146.138	92.8784	137.741	108.364	103.777	98.1583	99.0705	98.8516	166.921	102.11
YPR100W	238.714	184.921	183.685	188.597	286.627	173.543	195.494	195.097	229.959	195.123	182.247	152.294	167.271	227.99	216.662	182.765	193.385	170.335
YPR099C	1.9154	4.08793	2.09164	1.69487	2.63477	3.93574	1.0516	1.88614	2.22845	4.00453	3.98968	2.81571	2.70274	2.10465	1.35317	2.50439	2.60405	4.00474
YPR098C	208.47	244.571	173.113	221.714	388.837	243.764	245.638	292.202	399.507	200.702	246.607	170.454	272.65	300.177	178.613	235.353	355.485	209.841
YPR097W	5.80907	10.0522	5.47958	4.83624	5.72779	8.92504	4.54322	6.74619	8.24853	6.05314	6.81206	6.42046	8.03694	3.02268	6.89251	7.24455	9.33032	8.45826
YPR095C	6.55392	11.0278	6.5179	4.90568	4.97788	8.23687	5.41793	5.91883	6.55819	6.44586	6.97347	6.73208	7.62495	2.86589	6.38045	6.51979	7.98953	8.26873
YPR093C	2.78452	5.43454	3.11839	2.86271	3.09635	6.07032	3.33167	4.629	2.99193	4.51964	8.94267	4.64671	9.39003	2.3684	4.86204	8.00567	7.9528	8.73577
YPR089W	9.56543	16.7449	8.27112	7.31698	5.87306	14.6323	8.572	11.3885	7.90829	11.0597	11.6664	11.4352	12.3181	3.80864	9.60246	10.8216	12.822	11.6435
YPR086W	34.635	48.6283	43.7292	31.2162	32.9055	55.6207	32.2451	39.5855	32.6929	40.3713	45.8419	41.9685	47.9557	19.0858	37.7606	42.6314	46.4057	52.0885
YPR084W	6.65333	11.3024	6.95659	5.76764	4.79263	11.1602	6.79592	8.77474	6.52297	7.5635	10.7175	7.80936	11.162	3.33081	8.64034	10.4377	10.2714	11.2989
YPR080W	775.737	1184.16	1306.8	731.012	334.357	1632.75	855.54	831.075	653.032	1113.49	1055.04	1487.23	1270.18	225.692	1580.14	1482.32	684.181	1830.99
YPR078C	0.420239	0.329508	0.282113	1.79706	2.42635	1.44674	2.31201	2.29878	3.75462	0.298673	0.609974	0.279306	0.80743	0.472652	0.23308	0.303508	0.588348	0.204298
YPR075C	34.9072	52.8941	28.7039	31.4479	19.0321	60.908	46.3986	53.3223	31.2379	45.9336	52.4619	33.547	63.6402	11.9264	33.6105	50.4564	44.0983	45.4369
YPR074C	111.867	182.638	142.089	96.9664	59.6894	227.877	116.518	133.696	77.699	156.853	162.315	151.661	186.869	48.8196	174.888	200.933	119.382	179.312
YPR073C	825.719	662.489	740.616	855.182	1404.85	573.877	797.422	925.793	1130.26	701.258	664.772	722.49	646.696	1050.66	565.908	462.51	857.682	517.646
YPR072W	22.2679	33.7974	16.2571	17.8613	15.4242	29.7814	17.6935	25.2047	22.6272	27.1056	28.6565	21.0475	34.1905	8.923	24.6142	36.5757	30.229	35.8711
YPR070W	10.1424	13.9264	9.05506	7.10234	7.33397	14.325	6.52172	8.9182	7.90677	10.8466	9.09651	10.1214	11.8462	4.60065	9.42798	12.2897	12.8013	12.2858
YPR069C	59.7862	69.1696	59.7223	60.8415	37.2193	75.098	57.9943	61.2367	49.6111	91.3221	70.0668	70.8804	102.39	29.0524	104.683	109.495	61.0627	109.165
YPR068C	4.57609	7.00134	3.97031	3.55313	4.39865	6.11135	3.80779	4.6811	3.15297	5.35146	5.75598	4.78698	5.69368	2.55889	5.32572	5.24676	6.16826	6.64856
YPR066W	4.37859	8.59384	5.30144	3.2972	4.22693	8.74019	5.48872	5.79392	4.76482	7.36143	7.85733	4.75954	12.5756	3.27021	5.33614	8.63944	8.61634	10.1933
YPR064W	0.492438	0.575094	0.478997	0.694128	0.529907	0.711497	0.798465	0.110231	0.42622	1.26952	0.697508	0.469843	1.0794	0.300396	0.807242	1.0466	0.822003	0.391284
YPR062W	112.479	151.896	138.311	116.755	76.6711	163.705	104.273	118.092	86.3116	185.405	179.262	133.988	221.552	68.319	193.774	215.363	136.113	220.043
YPR061C	7.25526	13.1583	5.06883	7.37861	9.79917	11.9532	6.06686	10.2913	13.8325	10.651	14.0907	7.56125	16.7102	5.81107	8.84275	15.2952	19.6518	19.4587
YPR060C	24.317	29.3226	19.9037	22.4808	19.291	25.4273	22.4742	23.4891	21.5936	29.6563	22.1619	23.1171	30.9776	11.636	30.1226	29.3543	22.8313	29.7005
YPR056W	30.1875	27.9158	28.5311	25.4519	45.8803	24.5927	22.2917	26.1841	42.7188	26.0795	24.6312	24.2688	26.3907	29.4534	29.7193	22.8121	27.987	27.6995
YPR051W	42.668	54.7107	48.1306	43.8943	35.5526	59.6051	46.2674	41.7709	36.9291	58.8708	60.5636	44.1604	58.5984	25.8647	50.5122	57.1734	59.487	57.0668
YPR049C	2.28741	4.22758	1.87844	2.03445	2.14118	4.3389	1.88454	3.17087	3.44679	2.46597	2.8275	2.14418	3.17096	0.993278	2.20269	2.95447	3.29037	2.58368
YPR047W	8.25645	11.4318	6.7611	6.41218	12.2551	8.5936	6.05626	10.4996	12.0645	9.42029	10.3626	7.64918	14.1431	8.40032	8.77902	11.5694	13.2484	11.3769
YPR046W	99.7011	60.6314	88.2414	95.2025	139.596	65.6528	80.3059	69.6929	80.6397	65.4041	64.5477	69.9098	51.6432	99.8623	77.5174	65.6782	61.629	64.161
YPR045C	48.6693	63.4365	44.2845	40.1028	46.5835	49.2315	38.8741	37.5652	46.052	48.2284	45.3029	51.3534	53.1435	26.5248	43.2241	45.0612	73.1569	62.988
YPR041W	39.4168	44.4419	38.6346	39.9894	18.5297	52.4085	34.8482	31.6794	26.6989	61.0033	36.1596	40.6108	51.6541	13.7785	49.8973	64.035	32.4125	73.5045
YPR040W	5.85592	13.4264	6.76916	5.4483	6.00559	18.9153	8.46143	12.0649	8.81576	9.97302	14.1167	7.7139	18.812	3.65678	11.4766	17.491	14.41	18.4379
YPR038W	0.156928	0.731081	0	0.303708	0	0	0.688273	0.14244	0	0	0.230344	0.153874	0.204613	0.128847	0	0.094591	0.603565	0.683818
YPR037C	16.6151	40.3845	22.0435	16.9184	9.54162	25.4877	29.5445	31.7965	21.2941	29.5248	41.5432	21.8746	31.7775	15.1756	25.438	30.3381	40.1715	25.6378
YPR036W-A	2826.97	3659.36	2633.54	3925.06	1860.99	6409.03	3048.15	2391.56	2343.42	5469.59	4636.64	2529.57	5888.47	963.452	3570.85	8509.04	3282.91	5797.99
YPR036W	70.7854	134.249	77.9056	68.551	50.3253	160.053	79.4923	108.055	71.7006	116.891	140.828	98.0095	163.695	38.3978	110.56	149.875	121.24	140.884
YPR035W	159.963	242.479	196.282	140.637	48.6702	215.75	119.087	128.062	68.5251	381.565	351.361	325.649	373.521	122.513	538.963	541.488	304.747	562.362
YPR034W	13.8493	20.9761	14.2771	11.2668	5.79339	22.4243	12.8663	12.9472	7.84288	19.7684	22.1794	15.7539	24.6097	4.64216	16.7954	27.1464	15.8836	24.4408
YPR033C	40.968	58.2539	47.8238	33.1439	17.5602	67.4537	33.0098	37.9378	24.0376	60.3039	51.9371	54.5928	60.6878	16.5643	70.7061	60.2703	41.3515	79.3135
YPR031W	3.90056	5.70486	4.43441	3.11003	2.66181	6.20606	3.23039	3.52473	2.48272	4.63838	3.95065	4.5961	4.9206	1.41214	5.53017	4.76996	4.45433	6.13264
YPR029C	11.9745	19.0828	10.8132	9.19628	8.02052	14.8068	10.1305	12.6209	11.4082	14.5265	14.5981	13.5873	18.6143	4.4578	11.9726	17.7419	17.1591	19.546
YPR027C	0.296679	0.174268	0.269091	0.220869	0.345866	0.053116	0.151976	0.300705	0.336046	0.182384	0.226618	0.26604	0.110909	0.236466	0.074361	0.293014	0.324208	0.194999
YPR025C	19.5415	23.231	16.2424	16.4313	20.7832	20.2167	16.2419	18.6247	31.3562	23.5772	22.9801	18.6553	34.0638	14.1819	18.1669	30.6448	27.0989	31.815
YPR023C	24.8244	38.0558	22.9839	22.1393	20.6886	40.8226	26.3369	32.0415	27.8507	31.5601	37.2355	26.1553	46.3704	14.0047	32.9757	44.8822	35.9301	42.5014
YPR022C	4.89015	8.13723	4.96579	3.73281	3.72842	7.97267	4.16764	5.58591	4.84932	5.52936	5.89078	5.58887	6.6076	2.74771	6.48631	7.09386	6.48401	8.36408
YPR021C	6.57025	11.6351	5.70028	4.41698	6.86927	8.27326	4.47389	5.9222	7.1502	6.45589	7.5877	7.25314	8.22643	4.09178	6.80893	6.8027	13.8081	9.36424
YPR020W	202.207	202.701	160.575	210.773	325.373	167.599	170.412	258.114	346.872	213.077	187.631	178.414	248.731	243.765	232.906	194.696	285.906	215.795
YPR019W	6.79066	11.3499	6.17232	4.42904	4.3745	8.72368	5.56607	6.98019	5.65808	9.18027	10.4034	7.20963	11.2743	3.0043	8.47568	11.0169	10.1719	10.4965
YPR018W	5.21634	6.07133	3.3837	4.10624	3.33431	7.87537	4.1628	4.46143	3.55126	5.31366	4.6177	4.53241	5.23505	1.17626	4.37201	6.752	3.31682	6.42797
YPR017C	16.8762	31.0235	17.592	17.6824	16.2725	38.1413	18.0546	30.3694	18.2266	24.7153	26.4457	25.3389	33.1708	12.2692	26.0122	28.5667	27.0957	30.7377
YPR014C	0	0.211326	0	0	0	0	0	0	0	0	0	0	0	0.150306	0.156832	0	0	0
YPR013C	10.9558	27.7378	13.8565	11.3959	11.7342	30.4686	11.8792	20.2287	12.4342	19.3902	30.5795	18.5544	29.0391	10.1898	20.8611	29.2683	23.9542	20.1436
YPR011C	36.5257	102.214	55.2132	27.2247	38.7588	101.879	38.0859	40.3232	45.5384	54.6957	93.1983	64.4206	70.5822	21.0457	42.6152	50.1739	129.882	72.4953
YPR010C-A	1437.11	1137.4	1128.26	1892.22	2278.18	1101.99	1934	2044.77	2718.93	1607.03	1652.14	1425	1830.62	1991.02	791.255	1035.41	2714.53	1176.46
YPR007C	0.089983	0.275541	0.142762	0.062973	0.253452	0.543917	0.018085	0.154377	0.242681	0.108475	0.376591	0.173029	0.192803	0.127999	0.065272	0.218837	0.602174	0.189391
YPR006C	12.2525	9.44817	8.75518	11.1793	17.1704	8.05318	10.6019	10.5996	15.8433	9.72147	11.1194	8.62242	11.0592	14.1799	9.10562	9.62237	14.1913	9.6498
YPR002W	1.35976	2.51531	1.14074	1.66373	3.50044	4.32777	1.69013	2.48496	3.58012	4.61363	5.71902	1.96246	7.90071	1.53773	1.7029	5.05111	8.22765	4.55685
YPL002C	26.3975	31.8432	24.8195	21.6237	31.0991	33.4664	24.0484	31.0456	26.24	23.0089	25.9183	23.4585	30.8248	18.2243	25.2472	28.0498	31.054	27.8052
YPL005W	9.69913	19.4836	7.10944	7.8554	9.77632	15.5597	10.2541	14.1629	10.2414	11.0701	13.9901	7.99418	16.9555	5.3818	7.55854	16.3858	12.6018	9.08512
YPL006W	13.6495	25.6416	10.663	9.54557	9.27873	17.5265	12.8342	19.754	14.5343	14.2324	15.5748	13.5833	17.0107	7.19948	10.9722	10.1026	21.5228	12.1142
YPL008W	6.78895	9.30106	5.98046	5.60575	5.90683	8.10982	6.09022	7.55434	6.42707	7.59161	6.44698	6.84177	7.36658	4.19905	7.59197	6.70621	7.83761	6.2972
YPL009C	7.27902	14.1062	7.73441	5.74966	4.75382	14.2937	6.33383	8.7958	6.60535	9.37486	11.9542	10.3125	11.6208	3.55606	9.7066	13.0002	10.8952	12.1625
YPL010W	729.761	347.449	475.654	653.508	1029.46	295.783	468.5	514.432	846.663	405.078	347.041	341.329	348.091	810.987	646.228	545.798	390.499	378.565
YPL011C	13.5	21.1669	12.5307	9.46577	8.76982	24.0944	12.1327	15.308	11.0445	16.7428	18.6057	14.2769	20.112	6.23365	14.9448	18.1184	16.8093	19.5501
YPL012W	3.48372	4.08295	3.16999	2.61947	0.970068	6.3268	1.57276	1.95582	1.43927	3.09013	2.23345	2.53036	2.57496	0.646774	3.57258	3.01046	1.34267	4.12217
YPL014W	27.6372	49.8641	23.2051	38.2543	23.6157	48.5207	37.5958	36.3661	34.7208	37.5954	40.7856	26.8567	47.1815	6.4375	29.6664	54.3303	33.771	62.2265
YPL017C	3.19957	5.01161	2.03387	2.73145	3.18838	4.81147	3.45833	4.18307	3.26165	4.36254	5.01701	3.16725	9.1899	1.55598	2.76498	7.34246	6.8731	4.83237
YPL018W	2.72161	4.03234	2.46845	1.81417	1.9218	4.9812	3.30265	2.80898	2.15423	4.22117	2.98075	3.28974	4.0378	0.926115	2.61625	3.74677	2.73839	4.15961
YPL019C	8.01047	13.4236	6.95851	6.39806	6.69961	11.4955	7.64402	10.6948	8.34431	11.4618	11.5848	9.33933	13.5642	3.93848	8.43934	12.0811	13.7634	12.2049
YPL021W	0.081094	0	0	0.14805	0.140855	0	0.08474	0.142733	0	0.101739	0.054886	0	0	0.130391	0	0.042527	0.153109	0
YPL023C	13.0347	20.3212	11.8743	12.8029	11.8004	19.2109	13.6096	16.6975	15.7289	19.7291	20.1849	15.1065	27.0385	7.07162	18.0208	24.7107	20.3807	25.4768
YPL024W	52.4997	55.5779	41.902	61.1084	68.1074	63.7743	61.6409	58.1041	67.9208	40.6847	45.9644	32.8564	47.167	33.6623	34.1307	40.8339	51.2668	43.6721
YPL026C	23.0253	65.6655	30.5054	22.6341	34.2251	56.2215	19.7781	35.5277	30.2591	23.8487	37.2039	27.0157	32.2201	17.2004	35.3516	31.3139	39.8011	39.4272
YPL028W	53.8992	74.5465	45.0544	57.4351	39.528	72.93	66.8817	63.7762	48.4265	80.1354	82.159	56.156	98.8424	21.2982	57.0768	90.1273	68.2736	82.6399
YPL030W	5.30047	9.02577	6.27213	4.45672	2.11893	11.5709	4.30231	4.62923	3.15356	7.22583	5.11802	5.24283	6.58369	2.32187	7.30874	6.31193	4.23847	6.70928
YPL031C	41.3591	80.6869	45.199	37.9148	32.2277	75.2692	38.8568	55.3096	45.1877	64.9431	86.8606	52.5933	90.0114	23.1962	56.8207	81.3528	85.1737	80.2349
YPL037C	308.53	376.694	314.461	304.411	152.203	404.547	304.506	287.435	194.701	428.129	387.314	344.366	462.62	134.073	415.403	472.189	308.948	497.63
YPL038W-A	2.31228	0.661497	3.26607	0.602513	0.475519	1.49238	1.3972	0.566109	0.705298	1.64701	0	0	0.768215	1.01972	1.51501	0	0	1.93238
YPL039W	20.3433	21.4271	23.5897	17.7484	24.7397	23.3818	20.4529	21.8725	21.5345	17.3934	17.5109	18.3239	19.5287	13.2559	17.0258	15.8729	17.7706	18.4276
YPL041C	7.38366	11.8233	5.68046	5.40631	3.70757	12.9318	5.97359	5.91127	4.68968	9.82304	10.0787	5.57418	10.2838	3.75679	7.28244	8.97988	8.6913	8.86471
